Month,DayOfWeek,AirTime,Distance,TaxiIn,TaxiOut,Delay,jfk_origin
7,2,338.0,2475,5.0,25.0,ontime,1
7,2,316.0,2475,7.0,22.0,late,0
7,3,316.0,2475,6.0,18.0,late,0
7,4,293.0,2475,3.0,15.0,ontime,0
7,2,294.0,2475,5.0,12.0,ontime,0
7,3,397.0,2475,13.0,22.0,late,0
7,4,279.0,2475,10.0,12.0,late,0
7,7,285.0,2475,11.0,16.0,late,0
7,1,297.0,2475,9.0,12.0,ontime,0
7,2,307.0,2475,10.0,45.0,late,1
7,4,315.0,2475,6.0,55.0,late,1
7,1,315.0,2475,9.0,55.0,late,1
7,2,317.0,2475,8.0,78.0,late,1
7,3,322.0,2475,9.0,51.0,late,1
7,4,308.0,2475,12.0,35.0,ontime,1
7,5,314.0,2475,18.0,29.0,ontime,1
7,7,323.0,2475,5.0,123.0,late,1
7,1,304.0,2475,4.0,22.0,ontime,1
7,4,301.0,2475,5.0,38.0,late,1
7,5,310.0,2475,7.0,25.0,ontime,1
7,7,337.0,2475,6.0,145.0,late,1
7,1,315.0,2475,29.0,17.0,ontime,1
7,2,327.0,2475,7.0,173.0,late,1
7,3,310.0,2475,9.0,75.0,late,1
7,4,305.0,2475,21.0,30.0,late,1
7,5,331.0,2475,8.0,25.0,late,1
7,7,320.0,2475,6.0,24.0,late,1
7,1,337.0,2475,10.0,32.0,late,1
7,3,295.0,2475,3.0,12.0,ontime,0
7,4,284.0,2475,15.0,25.0,late,0
7,7,301.0,2475,3.0,12.0,ontime,0
7,7,301.0,2475,9.0,15.0,late,0
7,5,292.0,2475,15.0,23.0,late,0
7,4,281.0,2475,5.0,20.0,ontime,0
7,4,328.0,2475,7.0,54.0,late,1
7,7,306.0,2475,15.0,16.0,ontime,1
7,1,310.0,2475,6.0,49.0,late,1
7,2,302.0,2475,11.0,29.0,ontime,1
7,3,320.0,2475,8.0,37.0,late,1
7,7,330.0,2475,8.0,122.0,late,1
7,4,297.0,2475,13.0,47.0,ontime,1
7,5,316.0,2475,6.0,55.0,late,1
7,6,313.0,2475,6.0,44.0,ontime,1
7,7,335.0,2475,7.0,49.0,late,1
7,1,317.0,2475,7.0,20.0,late,1
7,2,315.0,2475,4.0,151.0,late,1
7,5,303.0,2475,6.0,22.0,ontime,1
7,2,327.0,2475,13.0,85.0,late,1
7,2,295.0,2586,5.0,22.0,ontime,0
7,5,318.0,2586,6.0,33.0,late,0
7,1,300.0,2586,21.0,36.0,late,0
7,3,294.0,2586,17.0,19.0,ontime,0
7,4,286.0,2586,11.0,15.0,ontime,0
7,5,302.0,2586,5.0,26.0,ontime,0
7,6,313.0,2586,3.0,17.0,late,0
7,3,294.0,2586,12.0,22.0,ontime,0
7,4,289.0,2586,12.0,20.0,late,0
7,5,285.0,2586,4.0,26.0,ontime,0
7,7,293.0,2586,8.0,14.0,late,0
7,2,280.0,2586,4.0,18.0,ontime,0
7,4,311.0,2475,14.0,26.0,ontime,1
7,2,308.0,2475,8.0,22.0,ontime,1
7,6,303.0,2475,17.0,21.0,ontime,1
7,1,307.0,2475,7.0,41.0,late,1
7,3,320.0,2475,6.0,13.0,late,0
7,6,304.0,2475,14.0,12.0,ontime,0
7,7,321.0,2475,13.0,49.0,late,0
7,1,314.0,2475,9.0,14.0,late,0
7,7,302.0,2475,22.0,19.0,late,0
7,6,295.0,2475,5.0,15.0,ontime,0
7,7,344.0,2475,17.0,43.0,late,0
7,1,303.0,2475,8.0,28.0,late,0
7,2,300.0,2475,13.0,10.0,late,0
7,7,290.0,2475,6.0,19.0,ontime,0
7,2,283.0,2475,4.0,15.0,ontime,0
7,4,291.0,2475,10.0,13.0,late,0
7,7,294.0,2475,7.0,17.0,late,0
7,5,284.0,2475,9.0,16.0,ontime,0
7,2,298.0,2475,9.0,15.0,ontime,0
7,3,301.0,2475,17.0,16.0,late,0
7,4,307.0,2475,9.0,16.0,late,0
7,7,289.0,2475,4.0,15.0,ontime,0
7,4,316.0,2475,4.0,16.0,ontime,1
7,4,309.0,2475,3.0,68.0,late,1
7,7,332.0,2475,5.0,37.0,late,1
7,6,334.0,2586,7.0,34.0,ontime,1
7,3,332.0,2586,12.0,25.0,late,1
7,3,340.0,2586,14.0,36.0,late,1
7,4,351.0,2586,8.0,20.0,late,1
7,7,317.0,2475,12.0,40.0,late,1
7,1,317.0,2475,9.0,70.0,late,1
7,3,326.0,2475,8.0,17.0,late,1
7,4,326.0,2475,5.0,27.0,ontime,1
7,7,315.0,2475,6.0,199.0,late,1
7,1,321.0,2475,6.0,32.0,ontime,1
7,5,323.0,2475,9.0,44.0,late,1
7,7,328.0,2475,7.0,151.0,late,1
7,1,317.0,2475,6.0,27.0,ontime,1
7,3,300.0,2475,12.0,337.0,late,1
7,5,301.0,2475,5.0,45.0,ontime,1
7,6,317.0,2475,11.0,68.0,late,1
7,7,315.0,2475,6.0,31.0,late,1
7,4,302.0,2475,5.0,27.0,ontime,0
7,7,344.0,2475,24.0,23.0,late,0
7,1,311.0,2475,5.0,13.0,late,0
7,2,296.0,2475,12.0,20.0,late,0
7,3,316.0,2475,3.0,22.0,late,0
7,7,296.0,2475,39.0,15.0,late,0
7,1,291.0,2475,11.0,17.0,ontime,0
7,4,322.0,2475,11.0,16.0,late,0
7,5,301.0,2475,5.0,25.0,late,0
7,6,297.0,2475,7.0,65.0,late,0
7,7,342.0,2475,15.0,12.0,late,0
7,1,302.0,2475,9.0,38.0,late,0
7,2,320.0,2475,18.0,13.0,late,0
7,4,305.0,2475,12.0,29.0,late,0
7,5,292.0,2475,17.0,24.0,late,0
7,6,279.0,2475,4.0,16.0,late,0
7,7,297.0,2475,11.0,11.0,late,0
7,1,291.0,2475,9.0,13.0,ontime,0
7,2,329.0,2475,11.0,19.0,late,0
7,3,287.0,2475,7.0,14.0,ontime,0
7,4,322.0,2586,7.0,24.0,ontime,0
7,7,322.0,2586,12.0,27.0,late,0
7,1,313.0,2586,5.0,28.0,ontime,0
7,2,324.0,2586,16.0,34.0,late,0
7,3,311.0,2586,6.0,38.0,late,0
7,4,305.0,2586,3.0,33.0,ontime,0
7,7,313.0,2586,16.0,59.0,late,0
7,5,303.0,2586,5.0,18.0,late,0
7,6,295.0,2586,5.0,89.0,late,0
7,7,308.0,2586,16.0,80.0,late,0
7,1,299.0,2586,15.0,14.0,late,0
7,2,332.0,2586,16.0,26.0,late,0
7,3,333.0,2586,36.0,20.0,late,0
7,4,304.0,2586,13.0,27.0,late,0
7,5,291.0,2586,4.0,14.0,late,0
7,6,281.0,2586,7.0,25.0,late,0
7,7,306.0,2586,10.0,40.0,late,0
7,1,304.0,2586,8.0,23.0,late,0
7,2,334.0,2586,34.0,31.0,late,0
7,3,312.0,2475,10.0,10.0,late,0
7,6,291.0,2475,8.0,12.0,late,0
7,7,313.0,2475,12.0,16.0,late,0
7,1,310.0,2475,13.0,22.0,late,0
7,3,307.0,2475,18.0,18.0,late,0
7,1,302.0,2475,10.0,12.0,ontime,0
7,3,299.0,2475,11.0,16.0,ontime,0
7,5,310.0,2475,18.0,10.0,late,0
7,6,291.0,2475,4.0,20.0,late,0
7,7,343.0,2475,13.0,34.0,late,0
7,1,295.0,2475,9.0,18.0,late,0
7,2,356.0,2475,20.0,25.0,late,0
7,3,360.0,2475,23.0,13.0,late,0
7,4,306.0,2475,10.0,53.0,late,0
7,5,306.0,2475,12.0,30.0,late,0
7,6,284.0,2475,6.0,63.0,late,0
7,2,290.0,2475,5.0,36.0,ontime,0
7,1,315.0,2586,14.0,116.0,late,0
7,2,315.0,2586,29.0,20.0,late,0
7,3,308.0,2586,12.0,63.0,late,0
7,5,307.0,2586,10.0,44.0,late,0
7,1,295.0,2586,9.0,58.0,late,0
7,2,362.0,2586,19.0,47.0,late,0
7,3,323.0,2586,18.0,21.0,late,0
7,4,294.0,2586,8.0,25.0,late,0
7,5,320.0,2586,7.0,37.0,late,0
7,6,293.0,2586,5.0,20.0,late,0
7,7,323.0,2586,10.0,34.0,late,0
7,5,355.0,2586,6.0,28.0,ontime,1
7,5,364.0,2586,6.0,25.0,late,1
7,2,341.0,2586,7.0,32.0,late,1
7,3,332.0,2586,9.0,34.0,ontime,1
7,4,345.0,2586,3.0,114.0,late,1
7,2,277.0,2248,5.0,44.0,late,1
7,2,276.0,2153,3.0,39.0,ontime,1
7,3,282.0,2248,8.0,22.0,ontime,1
7,3,267.0,2153,5.0,45.0,ontime,1
7,3,272.0,2153,12.0,13.0,late,0
7,4,273.0,2153,14.0,22.0,ontime,1
7,4,262.0,2248,6.0,20.0,ontime,0
7,6,271.0,2248,6.0,14.0,late,0
7,7,288.0,2248,9.0,25.0,ontime,1
7,7,286.0,2248,35.0,21.0,late,0
7,7,283.0,2153,13.0,18.0,late,0
7,7,284.0,2153,8.0,21.0,late,0
7,1,280.0,2248,6.0,37.0,late,1
7,1,269.0,2153,4.0,79.0,late,1
7,1,275.0,2153,8.0,17.0,ontime,1
7,1,306.0,2248,20.0,54.0,late,0
7,1,262.0,2153,30.0,27.0,late,0
7,2,288.0,2248,6.0,35.0,ontime,1
7,2,268.0,2248,29.0,14.0,late,0
7,2,293.0,2248,16.0,9.0,late,0
7,2,264.0,2248,17.0,14.0,ontime,0
7,2,311.0,2153,15.0,13.0,late,0
7,2,245.0,2153,10.0,21.0,late,0
7,3,283.0,2248,14.0,42.0,late,1
7,3,298.0,2248,8.0,16.0,ontime,1
7,3,303.0,2248,7.0,29.0,ontime,1
7,3,284.0,2153,4.0,16.0,late,1
7,3,291.0,2153,3.0,77.0,late,1
7,3,272.0,2248,35.0,28.0,late,0
7,3,258.0,2153,12.0,29.0,late,0
7,4,258.0,2248,9.0,28.0,late,0
7,4,258.0,2153,6.0,30.0,ontime,0
7,4,251.0,2153,12.0,16.0,late,0
7,5,293.0,2248,3.0,38.0,late,1
7,5,275.0,2153,5.0,29.0,late,1
7,5,266.0,2248,8.0,15.0,ontime,0
7,5,275.0,2248,15.0,20.0,late,0
7,5,253.0,2153,13.0,12.0,late,0
7,6,288.0,2248,19.0,58.0,late,1
7,6,299.0,2248,6.0,17.0,ontime,1
7,6,265.0,2248,16.0,28.0,ontime,0
7,7,291.0,2248,5.0,90.0,late,1
7,7,287.0,2153,8.0,41.0,late,1
7,7,285.0,2153,8.0,26.0,ontime,1
7,7,270.0,2248,10.0,22.0,late,0
7,7,248.0,2153,9.0,15.0,late,0
7,7,248.0,2153,12.0,10.0,late,0
7,1,281.0,2153,9.0,42.0,late,1
7,1,285.0,2153,9.0,29.0,late,1
7,1,262.0,2153,3.0,26.0,ontime,0
7,2,269.0,2153,6.0,20.0,ontime,1
7,2,265.0,2248,6.0,17.0,ontime,0
7,4,270.0,2248,4.0,57.0,late,1
7,4,269.0,2153,7.0,34.0,late,1
7,4,306.0,2248,18.0,25.0,late,0
7,5,284.0,2248,7.0,26.0,ontime,1
7,5,266.0,2153,4.0,51.0,late,1
7,5,269.0,2248,13.0,35.0,late,0
7,5,256.0,2248,8.0,11.0,late,0
7,5,263.0,2153,31.0,36.0,late,0
7,6,277.0,2248,4.0,47.0,ontime,1
7,6,290.0,2248,11.0,40.0,late,1
7,6,263.0,2248,6.0,17.0,late,0
7,7,293.0,2153,5.0,110.0,late,1
7,7,278.0,2153,11.0,24.0,ontime,1
7,7,263.0,2248,123.0,36.0,late,0
7,7,301.0,2153,24.0,12.0,late,0
7,7,338.0,2153,19.0,29.0,late,0
7,1,293.0,2248,5.0,23.0,ontime,1
7,1,298.0,2248,7.0,24.0,ontime,1
7,1,283.0,2153,8.0,25.0,ontime,1
7,1,276.0,2153,25.0,23.0,ontime,1
7,1,265.0,2153,5.0,43.0,late,1
7,1,269.0,2248,11.0,36.0,late,0
7,1,256.0,2153,21.0,28.0,late,0
7,2,284.0,2248,4.0,156.0,late,1
7,2,277.0,2153,5.0,146.0,late,1
7,2,316.0,2248,21.0,22.0,late,0
7,2,314.0,2153,16.0,14.0,late,0
7,2,275.0,2153,11.0,12.0,ontime,0
7,3,282.0,2248,4.0,30.0,ontime,1
7,3,285.0,2153,4.0,121.0,late,1
7,3,355.0,2248,17.0,37.0,late,0
7,3,273.0,2153,46.0,24.0,late,0
7,3,260.0,2153,13.0,9.0,late,0
7,4,290.0,2248,8.0,18.0,late,1
7,4,264.0,2153,4.0,36.0,late,1
7,4,269.0,2153,6.0,22.0,late,1
7,4,276.0,2248,12.0,21.0,late,0
7,4,264.0,2153,10.0,29.0,late,0
7,4,280.0,2153,20.0,22.0,late,0
7,5,289.0,2248,6.0,54.0,late,1
7,5,274.0,2153,10.0,35.0,ontime,1
7,5,280.0,2248,13.0,27.0,late,0
7,5,257.0,2153,8.0,15.0,ontime,0
7,6,307.0,2248,13.0,17.0,late,1
7,7,291.0,2248,7.0,26.0,late,1
7,7,276.0,2153,7.0,17.0,late,1
7,7,282.0,2153,10.0,21.0,ontime,1
7,7,283.0,2248,18.0,24.0,late,0
7,7,251.0,2248,12.0,24.0,late,0
7,7,263.0,2153,12.0,17.0,late,0
7,7,262.0,2153,13.0,13.0,late,0
7,1,293.0,2248,6.0,36.0,ontime,1
7,1,303.0,2248,8.0,13.0,ontime,1
7,1,272.0,2153,11.0,25.0,ontime,1
7,1,283.0,2153,7.0,19.0,ontime,1
7,1,277.0,2153,6.0,18.0,ontime,1
7,1,273.0,2248,32.0,27.0,late,0
7,1,268.0,2153,13.0,20.0,ontime,0
7,2,290.0,2248,9.0,63.0,late,1
7,2,275.0,2248,9.0,31.0,late,0
7,2,249.0,2248,10.0,10.0,late,0
7,3,268.0,2248,9.0,32.0,ontime,0
7,3,275.0,2248,13.0,22.0,ontime,0
7,3,276.0,2153,13.0,19.0,late,0
7,3,246.0,2153,10.0,15.0,ontime,0
7,4,289.0,2248,9.0,41.0,ontime,1
7,4,272.0,2153,5.0,95.0,late,1
7,4,262.0,2153,4.0,11.0,late,0
7,7,164.0,944,49.0,14.0,late,0
7,7,228.0,1989,6.0,12.0,ontime,0
7,7,125.0,944,5.0,21.0,ontime,1
7,7,173.0,1069,13.0,18.0,late,0
7,7,148.0,1069,4.0,106.0,late,1
7,7,329.0,2475,11.0,145.0,late,1
7,7,152.0,760,32.0,37.0,late,0
7,7,130.0,1005,6.0,149.0,late,1
7,7,57.0,187,40.0,78.0,late,0
7,7,32.0,187,13.0,125.0,late,1
7,7,323.0,2475,63.0,22.0,late,0
7,7,309.0,2475,13.0,129.0,late,1
7,7,170.0,1069,48.0,35.0,late,0
7,7,281.0,2421,31.0,18.0,late,0
7,7,348.0,2421,17.0,90.0,late,1
7,7,231.0,1989,9.0,13.0,ontime,0
7,7,88.0,589,7.0,43.0,ontime,1
7,7,173.0,1069,13.0,20.0,late,0
7,7,285.0,1989,15.0,93.0,late,1
7,7,151.0,1090,15.0,35.0,late,0
7,7,230.0,1090,11.0,72.0,late,1
7,7,313.0,2446,8.0,232.0,late,1
7,7,37.0,187,6.0,29.0,ontime,1
7,7,136.0,1005,6.0,48.0,late,1
7,7,123.0,944,7.0,157.0,late,1
7,7,116.0,760,64.0,69.0,late,0
7,7,106.0,760,5.0,191.0,late,1
7,7,135.0,589,28.0,53.0,late,0
7,7,332.0,2475,8.0,116.0,late,1
7,7,271.0,1989,8.0,32.0,ontime,1
7,7,311.0,2586,30.0,23.0,ontime,0
7,7,104.0,589,71.0,23.0,late,0
7,7,103.0,589,9.0,101.0,late,1
7,7,293.0,2421,32.0,29.0,late,0
7,7,335.0,2421,8.0,180.0,late,1
7,7,331.0,2475,12.0,142.0,late,1
7,7,235.0,1626,6.0,137.0,late,1
7,7,351.0,2454,4.0,146.0,late,1
7,7,310.0,2475,7.0,25.0,late,1
7,7,126.0,944,6.0,114.0,late,1
7,7,104.0,760,11.0,89.0,late,1
7,7,126.0,760,43.0,23.0,late,0
7,7,103.0,760,8.0,42.0,late,1
7,7,315.0,2475,12.0,18.0,late,1
7,7,287.0,2475,11.0,15.0,late,0
7,7,294.0,2586,8.0,16.0,late,0
7,7,287.0,2248,6.0,120.0,late,1
7,7,292.0,2153,8.0,141.0,late,1
7,7,270.0,2153,7.0,117.0,late,1
7,7,145.0,1069,4.0,136.0,late,1
7,7,149.0,944,15.0,9.0,late,0
7,7,143.0,1090,5.0,58.0,late,1
7,7,141.0,1005,5.0,18.0,ontime,1
7,7,239.0,1989,19.0,32.0,late,0
7,7,105.0,760,8.0,78.0,late,1
7,7,87.0,589,6.0,31.0,late,1
7,7,159.0,760,14.0,18.0,late,0
7,1,233.0,1989,17.0,13.0,late,0
7,1,164.0,1069,23.0,12.0,late,0
7,1,319.0,2475,9.0,50.0,ontime,1
7,1,116.0,760,17.0,29.0,ontime,0
7,1,99.0,760,11.0,15.0,ontime,1
7,1,135.0,1005,6.0,40.0,late,1
7,1,43.0,187,16.0,22.0,late,0
7,1,38.0,187,12.0,47.0,late,1
7,1,369.0,2586,7.0,16.0,ontime,1
7,1,289.0,2475,11.0,15.0,late,0
7,1,144.0,1069,14.0,28.0,late,0
7,1,330.0,2421,7.0,48.0,late,1
7,1,246.0,1989,27.0,15.0,late,0
7,1,89.0,589,5.0,55.0,ontime,1
7,1,137.0,1069,16.0,18.0,ontime,0
7,1,267.0,1989,8.0,53.0,late,1
7,1,103.0,760,12.0,31.0,ontime,1
7,1,96.0,589,16.0,28.0,late,0
7,1,305.0,2475,19.0,32.0,late,1
7,1,267.0,1989,6.0,40.0,late,1
7,1,291.0,2586,17.0,22.0,ontime,0
7,1,88.0,589,25.0,18.0,ontime,0
7,1,86.0,589,7.0,61.0,late,1
7,1,280.0,2421,11.0,29.0,ontime,0
7,1,333.0,2421,10.0,28.0,ontime,1
7,1,126.0,944,17.0,12.0,late,0
7,1,329.0,2454,6.0,31.0,late,1
7,1,305.0,2475,3.0,19.0,ontime,1
7,1,292.0,2475,23.0,29.0,late,0
7,1,129.0,944,6.0,29.0,ontime,1
7,1,106.0,760,14.0,45.0,late,1
7,1,114.0,760,33.0,25.0,late,0
7,1,103.0,760,8.0,80.0,late,1
7,1,127.0,944,5.0,39.0,late,1
7,1,201.0,1597,5.0,29.0,ontime,1
7,1,288.0,2475,8.0,23.0,ontime,0
7,1,395.0,2586,2.0,40.0,late,1
7,1,302.0,2586,16.0,15.0,late,0
7,1,277.0,2248,12.0,29.0,late,0
7,1,288.0,2248,8.0,13.0,ontime,1
7,1,334.0,2421,8.0,19.0,ontime,1
7,1,280.0,2153,5.0,52.0,late,1
7,1,149.0,1069,4.0,46.0,late,1
7,1,146.0,1069,5.0,46.0,ontime,1
7,1,150.0,1090,4.0,35.0,late,1
7,1,144.0,1005,23.0,16.0,late,0
7,2,233.0,1989,8.0,12.0,ontime,0
7,2,144.0,1069,8.0,46.0,late,1
7,2,318.0,2475,10.0,203.0,late,1
7,2,292.0,2475,12.0,14.0,ontime,0
7,2,106.0,760,121.0,36.0,late,0
7,2,104.0,760,8.0,70.0,late,1
7,2,132.0,1005,6.0,214.0,late,1
7,2,136.0,1005,10.0,15.0,ontime,0
7,2,43.0,187,34.0,42.0,late,0
7,2,38.0,187,7.0,245.0,late,1
7,2,323.0,2586,4.0,199.0,late,1
7,2,295.0,2475,52.0,26.0,late,0
7,2,324.0,2475,22.0,107.0,late,1
7,2,295.0,2248,10.0,93.0,late,1
7,2,139.0,1069,49.0,17.0,late,0
7,2,141.0,1069,4.0,38.0,ontime,1
7,2,337.0,2421,6.0,76.0,late,1
7,2,182.0,1069,29.0,16.0,late,0
7,2,264.0,1989,8.0,68.0,late,1
7,2,149.0,1090,44.0,18.0,late,0
7,2,321.0,2446,4.0,89.0,late,1
7,2,34.0,187,11.0,44.0,ontime,1
7,2,149.0,1005,4.0,47.0,late,1
7,2,127.0,944,7.0,67.0,ontime,1
7,2,106.0,760,60.0,13.0,late,0
7,2,107.0,760,6.0,173.0,late,1
7,2,149.0,589,51.0,10.0,late,0
7,2,317.0,2475,6.0,172.0,late,1
7,2,235.0,1989,37.0,15.0,late,0
7,2,267.0,1989,6.0,75.0,late,1
7,2,292.0,2454,15.0,16.0,late,0
7,2,298.0,2586,46.0,24.0,late,0
7,2,355.0,2475,27.0,24.0,late,0
7,2,334.0,2454,3.0,150.0,late,1
7,2,109.0,187,28.0,24.0,late,0
7,2,357.0,2475,18.0,24.0,late,0
7,2,128.0,944,10.0,190.0,late,1
7,2,126.0,944,21.0,15.0,late,0
7,2,118.0,760,7.0,87.0,late,1
7,2,133.0,760,19.0,127.0,late,0
7,2,204.0,1597,5.0,39.0,late,1
7,2,205.0,1597,35.0,16.0,late,0
7,2,372.0,2586,17.0,11.0,late,0
7,2,307.0,2586,10.0,19.0,ontime,0
7,2,288.0,2248,8.0,120.0,late,1
7,2,279.0,2153,6.0,92.0,late,1
7,2,275.0,2153,6.0,163.0,late,1
7,2,138.0,1069,9.0,228.0,late,1
7,2,130.0,944,18.0,9.0,late,0
7,2,150.0,1005,4.0,51.0,late,1
7,2,148.0,1005,26.0,14.0,late,0
7,2,107.0,760,20.0,27.0,late,0
7,3,145.0,1069,50.0,10.0,late,0
7,3,148.0,1069,4.0,174.0,late,1
7,3,312.0,2475,10.0,137.0,late,1
7,3,144.0,760,10.0,20.0,late,0
7,3,135.0,1005,21.0,11.0,late,0
7,3,56.0,187,109.0,26.0,late,0
7,3,310.0,2475,8.0,277.0,late,1
7,3,290.0,2248,9.0,259.0,late,1
7,3,148.0,1069,77.0,40.0,late,0
7,3,256.0,1989,9.0,51.0,ontime,1
7,3,288.0,2248,136.0,17.0,late,0
7,3,288.0,2248,6.0,23.0,ontime,1
7,3,106.0,760,9.0,154.0,late,1
7,3,312.0,2475,8.0,280.0,late,1
7,3,269.0,1989,5.0,133.0,late,1
7,3,303.0,2586,106.0,35.0,late,0
7,3,346.0,2586,8.0,422.0,late,1
7,3,312.0,2475,100.0,19.0,late,0
7,3,341.0,2421,13.0,24.0,late,0
7,3,324.0,2421,7.0,41.0,late,1
7,3,158.0,944,47.0,12.0,late,0
7,3,335.0,2454,3.0,235.0,late,1
7,3,144.0,944,5.0,144.0,late,1
7,3,125.0,944,28.0,15.0,late,0
7,3,130.0,760,9.0,141.0,late,1
7,3,128.0,760,6.0,89.0,late,1
7,3,125.0,944,6.0,62.0,late,1
7,3,301.0,2475,12.0,15.0,ontime,0
7,3,309.0,2586,31.0,21.0,ontime,0
7,3,290.0,2586,8.0,17.0,late,0
7,3,286.0,2248,7.0,30.0,ontime,1
7,3,313.0,2248,14.0,25.0,late,0
7,3,284.0,2248,7.0,210.0,late,1
7,3,327.0,2421,6.0,42.0,ontime,1
7,3,304.0,2153,6.0,117.0,late,1
7,3,272.0,2153,6.0,169.0,late,1
7,3,150.0,1069,10.0,212.0,late,1
7,3,147.0,944,11.0,75.0,late,0
7,3,189.0,1005,18.0,12.0,late,0
7,3,270.0,1989,7.0,254.0,late,1
7,3,135.0,760,14.0,16.0,late,0
7,4,131.0,944,26.0,15.0,late,0
7,4,236.0,1989,8.0,12.0,late,0
7,4,126.0,944,10.0,49.0,ontime,1
7,4,145.0,1069,4.0,115.0,late,1
7,4,315.0,2475,7.0,45.0,late,1
7,4,132.0,1005,6.0,39.0,late,1
7,4,56.0,187,24.0,78.0,late,0
7,4,41.0,187,7.0,67.0,late,1
7,4,350.0,2586,7.0,30.0,late,1
7,4,315.0,2475,13.0,79.0,late,1
7,4,294.0,2248,7.0,49.0,late,1
7,4,165.0,1069,15.0,16.0,late,0
7,4,89.0,589,8.0,94.0,late,1
7,4,146.0,1069,25.0,27.0,late,0
7,4,161.0,1090,56.0,19.0,late,0
7,4,152.0,1090,10.0,60.0,late,1
7,4,310.0,2446,5.0,59.0,late,1
7,4,273.0,2153,27.0,21.0,late,0
7,4,130.0,1005,5.0,50.0,late,1
7,4,125.0,944,6.0,82.0,late,1
7,4,109.0,760,73.0,14.0,late,0
7,4,111.0,760,6.0,28.0,ontime,1
7,4,101.0,589,13.0,20.0,late,0
7,4,311.0,2475,18.0,48.0,late,1
7,4,303.0,2586,9.0,13.0,ontime,0
7,4,341.0,2586,46.0,73.0,late,1
7,4,92.0,589,34.0,9.0,ontime,0
7,4,91.0,589,8.0,43.0,late,1
7,4,343.0,2421,27.0,22.0,ontime,1
7,4,308.0,2475,13.0,55.0,late,1
7,4,125.0,944,117.0,23.0,late,0
7,4,343.0,2454,7.0,66.0,late,1
7,4,313.0,2475,8.0,42.0,late,1
7,4,287.0,2475,10.0,13.0,late,0
7,4,126.0,944,5.0,53.0,late,1
7,4,98.0,760,7.0,101.0,late,1
7,4,109.0,760,23.0,32.0,late,0
7,4,113.0,760,9.0,89.0,late,1
7,4,133.0,944,6.0,22.0,ontime,1
7,4,199.0,1597,3.0,21.0,ontime,1
7,4,310.0,2475,10.0,27.0,ontime,1
7,4,295.0,2475,14.0,14.0,ontime,0
7,4,336.0,2586,7.0,32.0,ontime,1
7,4,285.0,2586,7.0,16.0,late,0
7,4,298.0,2248,5.0,45.0,late,1
7,4,264.0,2248,8.0,34.0,late,0
7,4,297.0,2248,6.0,52.0,late,1
7,4,319.0,2421,11.0,32.0,ontime,1
7,4,279.0,2153,6.0,58.0,late,1
7,4,272.0,2153,6.0,48.0,late,1
7,4,165.0,1069,6.0,38.0,late,1
7,4,147.0,1069,4.0,75.0,late,1
7,4,134.0,944,8.0,19.0,late,0
7,4,147.0,1090,15.0,16.0,late,0
7,4,149.0,1090,12.0,40.0,late,1
7,4,137.0,1005,3.0,33.0,ontime,1
7,4,145.0,1005,41.0,23.0,late,0
7,4,233.0,1989,15.0,23.0,ontime,0
7,4,288.0,1989,9.0,24.0,ontime,1
7,4,111.0,760,13.0,17.0,late,0
7,5,156.0,944,9.0,20.0,late,0
7,5,148.0,1069,8.0,61.0,late,1
7,5,314.0,2475,11.0,49.0,ontime,1
7,5,40.0,187,23.0,15.0,ontime,0
7,5,288.0,2586,33.0,11.0,late,0
7,5,284.0,2248,27.0,21.0,late,0
7,5,152.0,1069,53.0,17.0,late,0
7,5,331.0,2421,7.0,43.0,late,1
7,5,85.0,589,8.0,60.0,ontime,1
7,5,175.0,1069,22.0,18.0,late,0
7,5,299.0,2446,43.0,25.0,late,0
7,5,311.0,2446,3.0,62.0,late,1
7,5,257.0,2248,5.0,14.0,ontime,0
7,5,107.0,760,5.0,28.0,ontime,0
7,5,97.0,760,7.0,22.0,ontime,1
7,5,304.0,2475,14.0,41.0,late,1
7,5,264.0,1989,5.0,64.0,late,1
7,5,299.0,2475,11.0,21.0,ontime,0
7,5,86.0,589,9.0,63.0,late,1
7,5,45.0,187,12.0,78.0,late,0
7,5,315.0,2475,12.0,18.0,ontime,1
7,5,125.0,944,9.0,30.0,ontime,1
7,5,102.0,760,6.0,53.0,ontime,1
7,5,117.0,760,11.0,29.0,late,0
7,5,103.0,760,5.0,36.0,ontime,1
7,5,285.0,2475,17.0,18.0,ontime,0
7,5,284.0,2586,9.0,13.0,late,0
7,5,291.0,2248,9.0,20.0,ontime,1
7,5,288.0,2248,14.0,72.0,late,1
7,5,279.0,2153,6.0,52.0,ontime,1
7,5,289.0,2475,11.0,24.0,late,0
7,5,147.0,1069,4.0,32.0,ontime,1
7,5,132.0,944,21.0,16.0,late,0
7,5,141.0,1005,17.0,24.0,late,0
7,5,109.0,760,9.0,23.0,late,0
7,5,90.0,589,12.0,12.0,ontime,0
7,6,144.0,1069,10.0,29.0,late,0
7,6,140.0,1069,5.0,66.0,late,1
7,6,319.0,2475,9.0,51.0,ontime,1
7,6,42.0,187,18.0,46.0,late,0
7,6,39.0,187,7.0,69.0,late,1
7,6,285.0,2586,18.0,15.0,late,0
7,6,343.0,2586,6.0,45.0,late,1
7,6,301.0,2248,8.0,56.0,late,1
7,6,161.0,1069,12.0,26.0,late,0
7,6,157.0,1090,12.0,15.0,ontime,0
