Month,DayOfWeek,AirTime,Distance,TaxiIn,TaxiOut,Delay,jfk_origin
2,6,368.0,2586,4.0,50.0,late,1
2,6,273.0,1989,5.0,36.0,ontime,1
2,6,256.0,2248,14.0,15.0,late,0
2,6,323.0,2421,8.0,29.0,ontime,1
2,6,287.0,2475,9.0,15.0,ontime,0
2,6,118.0,944,26.0,47.0,late,0
2,6,99.0,760,7.0,18.0,ontime,0
2,6,354.0,2586,4.0,57.0,late,1
2,6,316.0,2248,7.0,38.0,late,1
2,6,211.0,1626,31.0,31.0,late,1
2,6,182.0,1626,8.0,19.0,late,0
2,6,39.0,187,8.0,36.0,ontime,1
2,6,120.0,1005,10.0,9.0,ontime,0
2,6,201.0,1623,21.0,93.0,late,1
2,6,215.0,1623,27.0,32.0,late,0
2,6,229.0,1989,6.0,19.0,ontime,0
2,6,161.0,1069,6.0,15.0,ontime,1
2,6,246.0,1989,17.0,33.0,late,0
2,6,131.0,760,15.0,29.0,late,1
2,6,141.0,944,14.0,22.0,late,1
2,6,93.0,760,8.0,18.0,ontime,0
2,6,96.0,589,5.0,29.0,late,1
2,6,138.0,1090,20.0,10.0,ontime,0
2,6,131.0,1069,35.0,11.0,ontime,0
2,6,150.0,1005,5.0,21.0,late,1
2,6,128.0,1005,20.0,33.0,late,0
2,6,117.0,944,37.0,13.0,late,0
2,6,155.0,944,10.0,28.0,late,1
2,7,291.0,2586,6.0,35.0,late,0
2,7,117.0,760,14.0,12.0,late,0
2,7,113.0,760,6.0,16.0,late,1
2,7,361.0,2586,8.0,22.0,ontime,1
2,7,138.0,944,8.0,50.0,ontime,1
2,7,285.0,1989,8.0,36.0,ontime,1
2,7,356.0,2475,12.0,32.0,late,1
2,7,96.0,760,19.0,10.0,ontime,0
2,7,127.0,944,10.0,13.0,late,0
2,7,275.0,2475,7.0,15.0,late,0
2,7,327.0,2248,9.0,14.0,ontime,1
2,7,228.0,1626,10.0,22.0,ontime,1
2,7,238.0,2153,6.0,15.0,ontime,0
2,7,307.0,2153,5.0,29.0,ontime,1
2,7,132.0,1005,15.0,19.0,late,0
2,7,210.0,1597,14.0,27.0,late,0
2,7,195.0,1597,9.0,25.0,ontime,1
2,1,281.0,2475,20.0,20.0,ontime,0
2,1,144.0,1090,7.0,13.0,ontime,0
2,1,285.0,2475,12.0,14.0,ontime,0
2,1,272.0,2475,6.0,14.0,ontime,0
2,1,289.0,2153,21.0,26.0,ontime,1
2,1,242.0,2153,37.0,16.0,ontime,0
2,1,231.0,2153,6.0,17.0,ontime,0
2,1,42.0,187,10.0,29.0,ontime,1
2,2,126.0,760,8.0,19.0,late,1
2,2,132.0,944,9.0,22.0,late,0
2,2,347.0,2586,7.0,73.0,late,1
2,2,182.0,944,9.0,33.0,late,1
2,2,137.0,1090,9.0,25.0,late,0
2,2,315.0,2446,3.0,43.0,ontime,1
2,2,136.0,944,8.0,19.0,ontime,0
2,2,172.0,1069,15.0,75.0,late,1
2,2,313.0,2475,8.0,23.0,late,0
2,2,298.0,2421,18.0,34.0,late,0
2,2,289.0,2248,6.0,82.0,late,1
2,2,291.0,2248,16.0,73.0,ontime,1
2,2,286.0,2153,21.0,15.0,late,0
2,2,255.0,2153,10.0,21.0,late,0
2,2,288.0,2454,10.0,14.0,ontime,0
2,2,45.0,187,11.0,45.0,ontime,1
2,2,150.0,1005,12.0,43.0,late,0
2,2,176.0,1069,7.0,72.0,late,1
2,2,251.0,1989,15.0,14.0,late,0
2,2,273.0,1989,12.0,39.0,ontime,1
2,2,150.0,944,13.0,30.0,late,0
2,2,156.0,1090,8.0,16.0,ontime,0
2,2,180.0,1069,13.0,13.0,late,0
2,2,201.0,1005,7.0,32.0,late,1
2,3,101.0,760,11.0,36.0,late,1
2,3,105.0,944,12.0,9.0,ontime,0
2,3,151.0,944,8.0,34.0,late,1
2,3,122.0,1069,30.0,17.0,ontime,0
2,3,124.0,1069,18.0,44.0,late,0
2,3,95.0,760,14.0,19.0,ontime,0
2,3,115.0,1005,15.0,12.0,late,0
2,3,108.0,944,11.0,10.0,late,0
2,3,96.0,760,4.0,26.0,ontime,0
2,3,124.0,1090,26.0,25.0,ontime,0
2,3,120.0,1069,20.0,16.0,late,0
2,3,195.0,1069,7.0,33.0,late,1
2,3,162.0,944,9.0,38.0,late,1
2,4,104.0,760,7.0,15.0,ontime,1
2,4,124.0,944,8.0,24.0,ontime,0
2,4,144.0,1090,14.0,26.0,late,0
2,4,299.0,1989,7.0,45.0,ontime,1
2,4,146.0,1005,3.0,24.0,ontime,1
2,4,227.0,1989,10.0,36.0,ontime,0
2,4,108.0,760,13.0,21.0,ontime,0
2,4,289.0,2475,7.0,24.0,ontime,0
2,4,43.0,187,5.0,60.0,late,0
2,4,339.0,2421,11.0,27.0,late,1
2,4,282.0,2421,10.0,16.0,ontime,0
2,4,315.0,2248,6.0,21.0,ontime,1
2,4,305.0,2153,4.0,21.0,ontime,1
2,4,262.0,2153,35.0,17.0,late,0
2,4,308.0,2153,2.0,23.0,ontime,1
2,4,139.0,1090,6.0,60.0,ontime,1
2,4,285.0,1989,5.0,38.0,late,1
2,4,221.0,1989,12.0,13.0,late,0
2,4,140.0,1005,4.0,39.0,ontime,1
2,5,309.0,2586,12.0,13.0,late,0
2,5,110.0,760,10.0,19.0,late,0
2,5,341.0,2475,6.0,26.0,ontime,1
2,5,364.0,2586,5.0,47.0,late,1
2,5,300.0,2475,14.0,25.0,late,0
2,5,92.0,589,16.0,15.0,ontime,0
2,5,285.0,1989,9.0,40.0,ontime,1
2,5,242.0,1989,15.0,41.0,late,0
2,5,296.0,2475,9.0,36.0,ontime,0
2,5,295.0,1989,13.0,32.0,late,1
2,5,356.0,2421,7.0,43.0,late,1
2,5,289.0,2421,10.0,23.0,late,0
2,5,303.0,2248,9.0,65.0,late,1
2,5,270.0,2248,18.0,26.0,ontime,0
2,5,293.0,2153,7.0,83.0,late,1
2,5,201.0,1626,27.0,12.0,late,0
2,5,32.0,187,13.0,33.0,ontime,1
2,5,160.0,1069,9.0,66.0,late,1
2,5,215.0,1597,20.0,13.0,ontime,0
2,5,160.0,1090,5.0,48.0,ontime,1
2,5,131.0,944,5.0,19.0,late,1
2,5,121.0,760,4.0,22.0,ontime,1
2,5,223.0,1989,12.0,13.0,late,0
2,5,147.0,944,4.0,48.0,late,1
2,5,152.0,1069,3.0,23.0,ontime,1
2,5,50.0,184,6.0,21.0,late,1
2,2,40.0,184,8.0,36.0,late,1
2,3,48.0,184,10.0,45.0,late,1
2,4,38.0,184,8.0,25.0,late,1
2,7,59.0,184,4.0,48.0,late,1
2,5,46.0,184,5.0,50.0,late,1
2,7,45.0,184,7.0,24.0,late,1
2,7,42.0,184,7.0,36.0,late,1
2,5,54.0,184,10.0,13.0,late,0
2,6,36.0,184,6.0,12.0,ontime,0
2,7,42.0,184,8.0,20.0,ontime,0
2,2,44.0,184,4.0,38.0,late,0
2,3,39.0,184,10.0,16.0,late,0
2,4,45.0,184,4.0,16.0,late,0
2,7,44.0,184,3.0,8.0,late,0
2,5,39.0,184,4.0,15.0,late,0
2,7,42.0,184,7.0,22.0,late,0
2,2,38.0,184,4.0,27.0,ontime,0
2,7,49.0,184,7.0,36.0,late,0
2,3,42.0,184,9.0,14.0,ontime,0
2,4,43.0,184,3.0,30.0,ontime,0
2,5,174.0,740,14.0,22.0,late,0
2,6,108.0,740,13.0,43.0,late,0
2,2,103.0,740,8.0,12.0,ontime,0
2,4,108.0,740,12.0,39.0,late,0
2,7,111.0,740,10.0,46.0,late,0
2,4,104.0,740,10.0,32.0,late,0
2,5,97.0,740,16.0,24.0,late,0
2,7,104.0,740,8.0,24.0,ontime,0
2,2,106.0,740,14.0,14.0,late,0
2,6,110.0,740,26.0,20.0,late,0
2,2,139.0,740,12.0,33.0,late,0
2,4,113.0,740,26.0,22.0,late,0
2,5,104.0,740,6.0,18.0,ontime,0
2,6,65.0,340,10.0,11.0,late,0
2,1,68.0,340,21.0,14.0,late,0
2,2,66.0,340,6.0,10.0,ontime,0
2,4,60.0,340,16.0,24.0,late,0
2,5,101.0,340,11.0,16.0,late,0
2,7,63.0,340,5.0,5.0,ontime,0
2,1,66.0,340,5.0,10.0,ontime,0
2,4,62.0,340,7.0,23.0,late,0
2,5,61.0,340,8.0,23.0,late,0
2,7,64.0,340,24.0,11.0,late,0
2,2,68.0,340,7.0,8.0,ontime,0
2,1,78.0,340,7.0,9.0,late,0
2,2,82.0,340,15.0,7.0,late,0
2,3,78.0,340,12.0,23.0,late,0
2,4,70.0,340,12.0,10.0,late,0
2,5,66.0,340,11.0,37.0,late,0
2,5,68.0,340,7.0,33.0,late,1
2,6,61.0,340,6.0,17.0,late,1
2,7,71.0,340,10.0,36.0,late,1
2,1,73.0,340,7.0,22.0,late,1
2,2,71.0,340,7.0,12.0,ontime,1
2,5,72.0,340,5.0,31.0,late,1
2,5,77.0,340,5.0,47.0,late,1
2,7,74.0,340,3.0,29.0,ontime,1
2,1,70.0,340,6.0,32.0,late,1
2,2,69.0,340,8.0,75.0,late,1
2,3,63.0,340,9.0,19.0,late,1
2,4,73.0,340,3.0,34.0,late,1
2,5,71.0,340,8.0,60.0,late,1
2,5,118.0,740,7.0,44.0,late,1
2,6,136.0,740,6.0,17.0,late,1
2,7,142.0,740,7.0,121.0,late,1
2,2,144.0,740,5.0,23.0,late,1
2,4,132.0,740,11.0,30.0,late,1
2,5,138.0,740,15.0,40.0,ontime,1
2,6,130.0,740,9.0,47.0,late,1
2,7,137.0,740,5.0,122.0,late,1
2,1,144.0,740,18.0,43.0,late,1
2,4,136.0,740,23.0,27.0,ontime,1
2,7,126.0,740,11.0,58.0,ontime,1
2,2,128.0,740,12.0,35.0,ontime,1
2,6,122.0,740,10.0,27.0,ontime,1
2,2,128.0,740,16.0,97.0,late,1
2,4,132.0,740,8.0,26.0,late,1
2,6,74.0,425,5.0,29.0,late,0
2,2,72.0,425,4.0,17.0,ontime,0
2,4,67.0,425,4.0,21.0,late,0
2,7,70.0,425,13.0,14.0,late,0
2,6,72.0,425,29.0,15.0,late,0
2,7,74.0,425,5.0,15.0,late,0
2,2,70.0,425,9.0,34.0,late,0
2,5,73.0,425,8.0,23.0,late,1
2,6,76.0,425,6.0,10.0,late,1
2,7,98.0,425,4.0,11.0,ontime,1
2,4,99.0,425,5.0,24.0,late,1
2,5,90.0,425,3.0,48.0,late,1
2,7,99.0,425,8.0,27.0,late,1
2,7,67.0,425,6.0,32.0,late,1
2,2,86.0,425,5.0,29.0,late,1
2,5,73.0,426,8.0,9.0,late,0
2,1,71.0,426,9.0,37.0,ontime,0
2,2,71.0,426,5.0,21.0,late,0
2,3,68.0,426,12.0,13.0,ontime,0
2,4,66.0,426,7.0,18.0,ontime,0
2,5,98.0,426,11.0,15.0,late,0
2,7,64.0,426,8.0,188.0,late,0
2,1,64.0,426,5.0,11.0,ontime,0
2,2,69.0,426,22.0,14.0,ontime,0
2,3,61.0,426,10.0,9.0,ontime,0
2,4,74.0,426,4.0,8.0,late,0
2,5,83.0,426,7.0,20.0,late,0
2,1,66.0,426,12.0,75.0,late,0
2,2,71.0,426,6.0,68.0,late,0
2,4,73.0,426,14.0,19.0,late,0
2,5,75.0,426,11.0,18.0,ontime,0
2,2,87.0,426,11.0,52.0,late,0
2,3,62.0,426,4.0,26.0,late,0
2,5,93.0,426,15.0,8.0,late,0
2,1,47.0,187,5.0,17.0,late,0
2,1,41.0,187,4.0,26.0,ontime,0
2,3,32.0,187,6.0,25.0,late,1
2,7,28.0,187,6.0,25.0,late,1
2,5,32.0,187,11.0,17.0,ontime,1
2,1,34.0,187,4.0,28.0,late,1
2,2,35.0,187,6.0,12.0,late,1
2,7,40.0,187,4.0,19.0,ontime,1
2,3,37.0,187,5.0,49.0,late,1
2,1,52.0,187,6.0,42.0,late,1
2,4,33.0,187,3.0,18.0,late,1
2,6,32.0,187,7.0,40.0,late,1
2,3,39.0,187,7.0,15.0,ontime,1
2,5,48.0,187,15.0,10.0,late,0
2,2,47.0,187,7.0,13.0,late,0
2,3,52.0,187,8.0,22.0,late,0
2,5,48.0,187,7.0,33.0,late,0
2,3,53.0,187,10.0,13.0,late,0
2,5,47.0,187,7.0,19.0,ontime,0
2,2,50.0,187,4.0,26.0,late,0
2,5,56.0,187,15.0,65.0,late,0
2,3,48.0,187,6.0,21.0,late,0
2,6,34.0,187,3.0,27.0,ontime,1
2,1,30.0,187,5.0,31.0,ontime,1
2,2,45.0,187,6.0,22.0,late,1
2,4,45.0,187,8.0,30.0,late,1
2,5,37.0,187,6.0,30.0,late,1
2,2,52.0,187,15.0,111.0,late,1
2,3,60.0,187,12.0,25.0,late,1
2,4,37.0,187,4.0,32.0,ontime,1
2,5,43.0,187,10.0,65.0,late,1
2,1,44.0,187,4.0,48.0,late,1
2,2,37.0,187,5.0,54.0,late,1
2,2,64.0,187,7.0,38.0,late,1
2,3,37.0,187,5.0,52.0,late,1
2,4,35.0,187,5.0,33.0,ontime,1
2,2,48.0,187,7.0,18.0,late,0
2,4,46.0,187,6.0,15.0,late,0
2,5,42.0,187,5.0,29.0,late,0
2,7,62.0,187,7.0,32.0,late,0
2,5,47.0,187,6.0,17.0,late,0
2,1,54.0,187,6.0,19.0,late,0
2,2,50.0,187,6.0,34.0,late,0
2,4,43.0,187,11.0,14.0,ontime,0
2,2,41.0,187,4.0,37.0,late,1
2,5,54.0,187,6.0,31.0,late,1
2,1,44.0,187,3.0,26.0,late,1
2,1,41.0,187,5.0,25.0,late,1
2,5,32.0,187,12.0,22.0,ontime,1
2,1,41.0,187,7.0,25.0,late,0
2,2,45.0,187,15.0,20.0,late,0
2,4,47.0,187,20.0,20.0,late,0
2,5,50.0,187,14.0,29.0,late,0
2,2,65.0,187,77.0,63.0,late,0
2,3,70.0,187,20.0,26.0,late,0
2,1,59.0,187,7.0,35.0,late,0
2,2,53.0,187,8.0,34.0,late,0
2,3,51.0,187,11.0,19.0,ontime,0
2,2,66.0,187,14.0,112.0,late,0
2,5,33.0,187,6.0,29.0,late,1
2,2,43.0,187,26.0,14.0,late,1
2,3,32.0,187,7.0,16.0,ontime,1
2,5,40.0,187,5.0,41.0,late,1
2,3,44.0,187,5.0,21.0,late,1
2,6,38.0,187,4.0,42.0,late,1
2,1,41.0,187,5.0,50.0,late,1
2,2,35.0,187,6.0,15.0,ontime,1
2,5,48.0,187,5.0,65.0,late,1
2,6,31.0,187,8.0,31.0,ontime,1
2,1,46.0,187,9.0,8.0,ontime,0
2,2,46.0,187,5.0,14.0,late,0
2,5,53.0,187,5.0,36.0,late,0
2,6,53.0,187,11.0,9.0,late,0
2,1,44.0,187,7.0,10.0,late,0
2,3,47.0,187,10.0,16.0,late,0
2,1,47.0,187,8.0,17.0,late,0
2,5,55.0,187,13.0,28.0,late,0
2,6,38.0,187,9.0,28.0,late,1
2,5,82.0,426,7.0,26.0,ontime,1
2,1,74.0,426,7.0,21.0,late,1
2,7,79.0,426,2.0,57.0,late,1
2,3,88.0,426,7.0,30.0,late,1
2,6,70.0,426,6.0,19.0,ontime,1
2,6,70.0,426,4.0,33.0,late,1
2,7,75.0,426,4.0,43.0,late,1
2,5,84.0,426,3.0,43.0,late,1
2,1,74.0,426,3.0,15.0,late,1
2,1,83.0,426,3.0,39.0,late,1
2,5,71.0,426,5.0,9.0,ontime,0
2,7,73.0,426,5.0,13.0,late,0
2,3,62.0,426,7.0,23.0,late,0
2,6,72.0,426,42.0,31.0,late,0
2,6,67.0,426,8.0,16.0,late,0
2,7,70.0,426,4.0,14.0,ontime,0
2,2,62.0,426,7.0,17.0,ontime,0
2,3,60.0,426,5.0,15.0,ontime,0
2,1,66.0,426,10.0,16.0,late,0
2,3,70.0,426,8.0,14.0,ontime,0
2,4,67.0,426,6.0,13.0,late,0
2,3,67.0,426,10.0,21.0,late,0
2,4,70.0,426,4.0,8.0,ontime,0
2,1,48.0,187,9.0,57.0,late,0
2,4,48.0,187,9.0,19.0,late,0
2,2,46.0,187,8.0,19.0,late,0
2,3,46.0,187,5.0,20.0,late,0
2,6,48.0,187,25.0,18.0,late,0
2,7,46.0,187,11.0,26.0,late,0
2,1,50.0,187,5.0,28.0,late,0
2,6,58.0,187,6.0,19.0,late,0
2,2,52.0,187,13.0,17.0,ontime,0
2,1,33.0,187,4.0,20.0,late,1
2,4,58.0,187,6.0,27.0,late,1
2,5,65.0,187,4.0,36.0,late,1
2,2,53.0,187,4.0,83.0,late,1
2,3,39.0,187,5.0,21.0,late,1
2,5,37.0,187,4.0,47.0,late,1
2,6,34.0,187,4.0,22.0,ontime,1
2,7,36.0,187,4.0,26.0,ontime,1
2,1,41.0,187,3.0,43.0,late,1
2,4,36.0,187,6.0,19.0,ontime,1
2,6,38.0,187,5.0,33.0,late,1
2,5,58.0,426,13.0,11.0,ontime,0
2,6,63.0,426,6.0,13.0,late,0
2,1,64.0,426,9.0,18.0,ontime,0
2,2,74.0,426,7.0,19.0,late,0
2,1,63.0,426,6.0,11.0,ontime,0
2,3,73.0,426,7.0,9.0,ontime,0
2,4,74.0,426,14.0,17.0,late,0
2,5,75.0,426,11.0,17.0,late,0
2,7,73.0,426,5.0,7.0,ontime,0
2,5,63.0,426,11.0,13.0,ontime,0
2,3,78.0,426,7.0,17.0,late,1
2,6,80.0,426,5.0,10.0,late,1
2,1,76.0,426,5.0,15.0,late,1
2,3,85.0,426,5.0,15.0,late,1
2,7,71.0,426,4.0,12.0,ontime,1
2,1,83.0,426,4.0,13.0,late,1
2,6,75.0,426,3.0,50.0,late,1
2,4,67.0,426,3.0,37.0,late,1
2,3,80.0,426,5.0,30.0,late,1
2,1,81.0,426,3.0,34.0,late,1
2,5,82.0,426,4.0,118.0,late,1
2,1,73.0,426,12.0,11.0,late,0
2,2,68.0,426,6.0,23.0,late,0
2,1,67.0,426,6.0,16.0,late,0
2,3,61.0,426,5.0,17.0,late,0
2,4,67.0,426,8.0,12.0,late,0
2,6,69.0,426,8.0,28.0,late,0
2,1,67.0,426,5.0,24.0,ontime,0
2,2,59.0,426,7.0,13.0,ontime,0
2,5,75.0,426,3.0,25.0,late,1
2,7,76.0,426,11.0,15.0,late,1
2,3,84.0,426,4.0,16.0,late,1
2,2,78.0,426,3.0,23.0,late,1
2,2,82.0,426,2.0,17.0,late,1
2,5,76.0,426,2.0,44.0,late,1
2,1,124.0,892,9.0,36.0,late,0
2,2,141.0,892,5.0,19.0,late,0
2,3,130.0,892,4.0,40.0,late,0
2,5,127.0,892,13.0,30.0,late,0
2,7,130.0,892,4.0,24.0,late,0
2,2,122.0,892,5.0,53.0,late,0
2,1,78.0,426,4.0,31.0,late,1
2,2,74.0,426,5.0,21.0,late,1
2,4,77.0,426,2.0,19.0,ontime,1
2,2,82.0,426,9.0,56.0,late,1
2,7,74.0,426,3.0,19.0,ontime,1
2,1,87.0,426,8.0,17.0,late,1
2,5,81.0,426,8.0,20.0,late,1
2,2,82.0,426,5.0,23.0,late,1
2,6,164.0,892,9.0,35.0,late,1
2,4,149.0,892,6.0,20.0,late,1
2,6,163.0,892,8.0,25.0,late,1
2,3,133.0,892,13.0,28.0,late,1
2,5,196.0,892,5.0,70.0,late,1
2,6,147.0,892,5.0,24.0,late,1
2,1,144.0,892,5.0,13.0,late,1
2,4,157.0,892,8.0,20.0,late,1
2,5,146.0,892,6.0,21.0,late,1
2,3,129.0,892,7.0,36.0,ontime,1
2,5,139.0,892,7.0,23.0,ontime,1
2,6,76.0,426,3.0,15.0,ontime,1
2,6,72.0,426,4.0,37.0,late,1
2,6,77.0,426,4.0,26.0,late,1
2,3,43.0,213,7.0,12.0,late,0
2,2,45.0,213,5.0,15.0,ontime,0
2,2,37.0,213,5.0,18.0,late,0
2,4,41.0,213,9.0,18.0,late,0
2,6,38.0,213,10.0,11.0,late,0
2,4,48.0,213,11.0,20.0,late,0
2,5,65.0,213,36.0,38.0,late,0
2,6,39.0,213,6.0,15.0,late,0
2,2,44.0,213,13.0,11.0,late,0
2,7,57.0,213,7.0,14.0,late,0
2,2,46.0,213,16.0,53.0,late,0
2,3,43.0,213,17.0,12.0,ontime,0
2,6,68.0,213,4.0,47.0,late,0
2,1,48.0,213,8.0,18.0,late,0
2,2,53.0,213,6.0,76.0,late,0
2,5,53.0,213,16.0,13.0,ontime,0
2,6,41.0,213,12.0,11.0,late,0
2,7,69.0,213,10.0,17.0,late,0
2,2,64.0,213,13.0,47.0,late,0
2,3,46.0,213,11.0,17.0,late,0
2,2,56.0,213,3.0,20.0,late,1
2,5,61.0,213,4.0,29.0,late,1
2,1,58.0,213,3.0,35.0,late,1
2,6,53.0,213,3.0,18.0,late,1
2,1,60.0,213,2.0,38.0,late,1
2,6,54.0,213,2.0,33.0,late,1
2,7,52.0,213,5.0,45.0,late,1
2,4,52.0,213,3.0,37.0,late,1
2,5,62.0,213,4.0,32.0,ontime,1
2,6,49.0,213,6.0,24.0,late,1
2,3,57.0,213,3.0,30.0,late,1
2,6,52.0,213,2.0,37.0,ontime,1
2,7,62.0,213,3.0,54.0,late,1
2,2,52.0,213,3.0,97.0,late,1
2,4,49.0,213,3.0,21.0,ontime,1
2,5,52.0,213,5.0,48.0,late,1
2,2,51.0,213,2.0,53.0,late,1
2,5,65.0,213,2.0,29.0,late,1
2,6,50.0,213,2.0,35.0,ontime,1
2,7,54.0,213,3.0,43.0,ontime,1
2,2,49.0,213,3.0,32.0,late,1
2,5,55.0,213,3.0,26.0,late,1
2,5,48.0,213,2.0,19.0,ontime,1
2,5,49.0,213,3.0,16.0,ontime,1
2,1,55.0,213,5.0,34.0,late,1
2,3,54.0,213,2.0,11.0,ontime,1
2,2,53.0,213,2.0,16.0,late,1
2,6,52.0,213,2.0,15.0,ontime,1
2,7,51.0,213,3.0,13.0,ontime,1
2,7,50.0,213,2.0,27.0,late,1
2,6,41.0,213,2.0,16.0,ontime,0
2,7,45.0,213,8.0,17.0,late,0
2,5,59.0,213,2.0,63.0,late,1
2,6,48.0,213,4.0,18.0,late,1
2,1,55.0,213,7.0,30.0,late,1
2,7,57.0,213,5.0,22.0,late,1
2,3,53.0,213,2.0,32.0,late,1
2,2,59.0,213,4.0,25.0,late,1
2,5,56.0,213,1.0,151.0,late,1
2,1,41.0,213,11.0,33.0,late,0
2,2,63.0,213,8.0,29.0,late,0
2,7,38.0,213,5.0,15.0,ontime,0
2,2,40.0,213,9.0,49.0,late,0
2,5,47.0,213,3.0,16.0,ontime,0
2,6,44.0,213,4.0,12.0,late,0
2,1,48.0,213,6.0,27.0,late,0
2,5,43.0,213,13.0,43.0,late,0
2,6,49.0,213,5.0,49.0,late,0
2,7,43.0,213,4.0,12.0,late,0
2,3,44.0,213,4.0,16.0,ontime,0
2,1,146.0,1028,5.0,47.0,late,1
2,3,163.0,1028,6.0,17.0,late,1
2,4,170.0,1028,9.0,44.0,late,1
2,5,149.0,1028,4.0,23.0,late,1
2,7,153.0,1028,7.0,35.0,ontime,1
2,2,145.0,1028,9.0,80.0,late,1
2,3,144.0,1028,6.0,25.0,ontime,1
2,5,142.0,1028,13.0,26.0,late,0
2,1,127.0,1028,17.0,33.0,late,0
2,3,135.0,1028,10.0,23.0,late,0
2,4,125.0,1028,13.0,26.0,late,0
2,5,128.0,1028,15.0,38.0,late,0
2,6,131.0,1028,14.0,10.0,late,0
2,7,127.0,1028,16.0,59.0,late,0
2,3,137.0,1028,14.0,35.0,late,0
2,5,147.0,1028,10.0,21.0,late,1
2,4,162.0,1028,10.0,21.0,late,1
2,5,155.0,1028,18.0,21.0,ontime,1
2,5,172.0,1028,5.0,16.0,ontime,1
2,1,147.0,1028,6.0,30.0,late,1
2,7,147.0,1028,8.0,23.0,ontime,1
2,1,165.0,1028,5.0,17.0,late,1
2,3,144.0,1028,5.0,17.0,ontime,1
2,1,137.0,1028,11.0,32.0,late,0
2,2,138.0,1028,16.0,19.0,late,0
2,3,121.0,1028,12.0,13.0,ontime,0
2,1,126.0,1028,20.0,12.0,ontime,0
2,2,138.0,1028,19.0,31.0,late,0
2,4,123.0,1028,12.0,42.0,late,0
2,5,141.0,1028,12.0,10.0,late,0
2,6,127.0,1028,13.0,12.0,late,0
2,1,121.0,1028,26.0,32.0,late,0
2,7,138.0,1028,24.0,13.0,late,0
2,2,133.0,1028,18.0,30.0,late,0
2,3,133.0,1028,26.0,15.0,late,0
2,6,120.0,1028,11.0,31.0,ontime,0
2,1,134.0,1028,14.0,11.0,late,0
2,3,135.0,1028,12.0,25.0,late,0
2,4,123.0,1028,9.0,18.0,ontime,0
2,5,135.0,1028,12.0,23.0,late,0
2,7,132.0,1028,8.0,27.0,late,0
2,1,125.0,1028,17.0,20.0,ontime,0
2,3,131.0,1028,17.0,16.0,late,0
2,6,159.0,1028,11.0,19.0,late,1
2,7,169.0,1028,13.0,20.0,ontime,1
2,1,170.0,1028,8.0,37.0,late,1
2,3,155.0,1028,6.0,25.0,late,1
2,5,150.0,1028,5.0,29.0,late,1
2,6,167.0,1028,10.0,37.0,late,1
2,1,174.0,1028,6.0,35.0,late,1
2,6,157.0,1028,10.0,27.0,late,1
2,7,168.0,1028,9.0,73.0,late,1
2,2,157.0,1028,4.0,104.0,late,1
2,3,158.0,1028,8.0,17.0,late,1
2,5,146.0,1028,12.0,15.0,late,0
2,7,117.0,1028,6.0,13.0,ontime,0
2,4,120.0,1028,6.0,37.0,ontime,0
2,5,124.0,1028,10.0,20.0,ontime,0
2,1,138.0,1028,7.0,42.0,late,0
2,1,122.0,1028,6.0,18.0,late,0
2,6,170.0,1028,11.0,42.0,late,1
2,2,154.0,1028,12.0,31.0,ontime,1
2,4,161.0,1028,9.0,29.0,late,1
2,4,161.0,1028,14.0,21.0,ontime,1
2,6,79.0,508,9.0,27.0,ontime,0
2,7,78.0,508,6.0,42.0,ontime,0
2,1,87.0,508,16.0,75.0,late,0
2,6,79.0,508,12.0,17.0,ontime,0
2,7,78.0,508,12.0,22.0,late,0
2,2,94.0,508,6.0,72.0,late,0
2,3,100.0,508,6.0,35.0,late,0
2,4,85.0,508,9.0,37.0,ontime,0
2,6,97.0,508,6.0,21.0,ontime,1
2,1,84.0,508,8.0,74.0,late,1
2,2,89.0,508,15.0,72.0,late,1
2,3,79.0,508,5.0,44.0,ontime,1
2,5,85.0,508,13.0,24.0,late,0
2,2,66.0,508,11.0,15.0,late,0
2,3,78.0,508,12.0,41.0,late,0
2,7,68.0,508,15.0,73.0,late,0
2,2,74.0,508,34.0,36.0,late,0
2,4,68.0,508,12.0,19.0,late,0
2,5,73.0,508,15.0,26.0,late,0
2,1,84.0,508,12.0,44.0,late,0
2,1,77.0,508,12.0,32.0,late,0
2,2,83.0,508,11.0,30.0,late,0
2,3,77.0,508,12.0,23.0,late,0
2,2,109.0,508,14.0,21.0,ontime,1
2,6,92.0,508,8.0,37.0,late,1
2,3,89.0,508,6.0,41.0,late,1
2,4,89.0,508,6.0,28.0,late,1
2,5,107.0,508,10.0,57.0,late,1
2,5,100.0,508,13.0,21.0,late,1
2,5,83.0,508,18.0,29.0,ontime,1
2,6,95.0,508,21.0,35.0,late,1
2,7,97.0,508,5.0,30.0,ontime,1
2,1,112.0,508,7.0,17.0,late,1
2,3,108.0,508,11.0,52.0,late,1
2,7,96.0,508,21.0,59.0,late,1
2,2,102.0,508,15.0,52.0,late,1
2,7,75.0,508,6.0,18.0,late,0
2,1,69.0,508,9.0,69.0,late,0
2,3,79.0,508,6.0,31.0,late,0
2,4,72.0,508,12.0,24.0,late,0
2,1,76.0,508,9.0,14.0,late,0
2,4,93.0,508,9.0,36.0,late,1
2,6,97.0,508,11.0,25.0,ontime,1
2,3,98.0,508,7.0,31.0,late,1
2,7,87.0,508,9.0,33.0,late,1
2,1,98.0,508,6.0,17.0,ontime,1
